User_ID,Age,Gender,Location,Total_Purchases,Average_Spending,Product_ID,Product_Name,Brand,Product_Type,Category,Price,Rating,Discount,Search_Query,Time_Spent_On_Product,Click_Count,Cart_Added,Bought
U4513,24,Female,Bangalore,26,18066.28,P37940,Levi's TrailBlaze Prime,Levi's,Jeans,Clothing,26378.64,3.7,47,jeans,47,30,Yes,1
U8798,44,Female,Delhi,98,1678.61,P54851,Apple TrailBlaze Ultra,Apple,Smartphone,Electronics,64970.2,4.5,22,smartphone,18,29,No,0
U8007,59,Male,Chennai,81,5026.43,P87413,Nike HyperBoost Max,Nike,Running Shoes,Sports,10753.26,3.6,54,running shoes,6,27,No,1
U6103,55,Male,Mumbai,31,31149.4,P80139,Nike HyperBoost Active,Nike,Running Shoes,Sports,61558.45,4.3,37,running shoes,7,10,Yes,1
U3358,45,Male,Pune,24,23223.76,P51292,Samsung PowerRun Active,Samsung,Smartphone,Electronics,19578.47,4.6,2,smartphone,59,25,Yes,1
U2664,20,Male,Pune,15,35141.99,P82431,Puma TrailBlaze Edge,Puma,Sneakers,Sports,86791.22,2.9,49,sneakers,25,7,No,0
U5761,28,Female,Kolkata,31,37890.02,P86812,Pantene ComfortPro Elite,Pantene,Shampoo,Beauty,82141.15,4.2,47,shampoo,33,5,Yes,1
U9015,25,Male,Pune,2,39449.47,P56981,Nike VisionX Active,Nike,Running Shoes,Sports,68391.55,3.0,6,running shoes,52,13,No,0
U6345,60,Female,Mumbai,87,15634.16,P98187,Boat ComfortPro Advance,Boat,Headphones,Electronics,91778.06,3.1,31,headphones,59,8,Yes,0
U4726,46,Male,Hyderabad,35,37629.9,P99103,Dove UrbanStep Edge,Dove,Shampoo,Beauty,34031.45,3.6,5,shampoo,15,13,Yes,1
U5254,18,Male,Bangalore,71,30593.68,P47006,OnePlus TrailBlaze Pro X,OnePlus,Smartphone,Electronics,85415.43,3.1,57,smartphone,16,5,No,0
U8913,45,Male,Bangalore,40,34990.64,P89166,Apple VisionX Plus,Apple,Smartphone,Electronics,78024.41,2.7,32,smartphone,28,19,No,0
U5945,59,Female,Kolkata,74,10678.14,P94992,OnePlus PowerRun Advance,OnePlus,Smartphone,Electronics,41888.58,4.1,37,smartphone,23,35,No,0
U9121,56,Male,Mumbai,49,25217.06,P95176,Levi's ComfortPro Active,Levi's,Jeans,Clothing,42670.03,3.2,45,jeans,19,15,No,0
U9690,50,Female,Delhi,73,20145.93,P40246,Mamaearth PowerRun Ultra,Mamaearth,Shampoo,Beauty,77796.61,3.0,3,shampoo,19,2,Yes,0
U5716,24,Male,Chennai,78,18122.49,P32275,Levi's PowerRun Ultra,Levi's,Jeans,Clothing,43523.18,4.8,37,jeans,2,32,No,0
U5866,58,Male,Mumbai,15,2733.82,P47873,Dove PowerRun Neo,Dove,Shampoo,Beauty,11448.44,3.5,8,shampoo,14,30,No,0
U7422,49,Female,Bangalore,25,19940.72,P44699,Apple VisionX Edge,Apple,Smartphone,Electronics,51578.21,3.5,45,smartphone,24,31,No,1
U8337,23,Male,Chennai,99,33889.85,P76776,Nike ComfortPro Active,Nike,Running Shoes,Sports,50082.9,3.9,32,running shoes,1,37,No,0
U7445,37,Male,Pune,87,24518.73,P21859,Nike TrailBlaze Max,Nike,Running Shoes,Sports,41329.03,2.5,25,running shoes,53,37,Yes,0
U6072,35,Male,Hyderabad,96,4147.37,P15510,OnePlus VisionX Fusion,OnePlus,Smartphone,Electronics,61665.29,4.6,49,smartphone,5,17,No,1
U9593,58,Female,Chennai,4,14389.66,P76636,HP SmartFit Prime,HP,Laptop,Electronics,93482.06,5.0,31,laptop,56,17,No,0
U7682,28,Male,Pune,97,42421.03,P46806,Levi's HyperBoost Fusion,Levi's,Jeans,Clothing,63160.68,3.6,60,jeans,42,29,No,1
U2220,20,Female,Delhi,55,43167.98,P19551,Samsung VisionX Core,Samsung,Smartphone,Electronics,16913.08,4.3,44,smartphone,60,28,No,1
U3768,26,Male,Kolkata,77,32377.51,P34452,Nike HyperBoost Fusion,Nike,Running Shoes,Sports,96306.51,2.8,34,running shoes,11,8,Yes,0
U5419,35,Female,Hyderabad,91,19053.94,P39495,Zara UrbanStep Advance,Zara,T-Shirt,Clothing,73552.83,4.4,60,t-shirt,43,23,No,1
U7953,58,Female,Chennai,79,2959.15,P65329,Lenovo VisionX Active,Lenovo,Laptop,Electronics,14130.19,5.0,47,laptop,33,17,No,1
U2572,40,Female,Pune,0,22731.72,P63683,Puma TrailBlaze Core,Puma,Sneakers,Sports,98094.1,4.0,3,sneakers,17,22,Yes,1
U9919,23,Female,Hyderabad,33,33974.22,P78369,Mamaearth TrailBlaze Core,Mamaearth,Shampoo,Beauty,52728.37,4.0,22,shampoo,21,27,No,0
U2558,45,Female,Delhi,12,12928.93,P68693,Samsung AirFlex Active,Samsung,Smartphone,Electronics,22152.65,3.5,17,smartphone,31,30,No,0
U7377,58,Female,Hyderabad,82,8302.13,P74755,Dove HyperBoost Max,Dove,Shampoo,Beauty,97465.38,4.2,21,shampoo,49,36,No,0
U1614,43,Male,Kolkata,0,39641.21,P18076,Boat VisionX Elite,Boat,Headphones,Electronics,11487.99,4.6,11,headphones,14,6,No,0
U4554,51,Female,Pune,50,40375.54,P74032,L'Oreal AirFlex Pro X,L'Oreal,Shampoo,Beauty,22169.8,2.8,56,shampoo,52,20,No,1
U8642,33,Male,Bangalore,26,37127.72,P42621,Nike AirFlex Active,Nike,Running Shoes,Sports,67735.55,4.2,3,running shoes,50,11,Yes,1
U3342,54,Female,Hyderabad,63,37006.72,P94628,Zara AirFlex Elite,Zara,T-Shirt,Clothing,99201.67,2.9,57,t-shirt,53,32,Yes,1
U2953,19,Male,Bangalore,24,1342.86,P61715,Head ComfortPro Elite,Head & Shoulders,Shampoo,Beauty,47965.85,2.6,34,shampoo,8,10,No,0
U3854,58,Male,Kolkata,59,35257.17,P97299,Adidas HyperBoost Neo,Adidas,Running Shoes,Sports,15778.95,3.4,39,running shoes,31,15,Yes,0
U4505,59,Male,Mumbai,81,30998.45,P62879,Apple UrbanStep Plus,Apple,Smartphone,Electronics,92998.54,3.6,20,smartphone,57,1,Yes,1
U3833,28,Female,Kolkata,7,25250.69,P65586,Levi's PowerRun Prime,Levi's,Jeans,Clothing,50282.1,4.6,39,jeans,26,27,Yes,1
U3549,18,Male,Kolkata,63,48714.39,P63294,Apple TrailBlaze Elite,Apple,Smartphone,Electronics,9492.29,2.6,34,smartphone,27,1,No,0
U4876,40,Female,Mumbai,57,22991.4,P58026,OnePlus HyperBoost Edge,OnePlus,Smartphone,Electronics,1776.53,2.6,56,smartphone,54,28,No,1
U6030,39,Male,Kolkata,58,5337.41,P85001,Puma SmartFit Core,Puma,Sneakers,Sports,79541.94,3.1,9,sneakers,50,25,Yes,0
U3122,60,Female,Kolkata,85,1197.3,P21775,HP PowerRun Plus,HP,Laptop,Electronics,12064.33,3.9,12,laptop,56,16,Yes,1
U6088,33,Female,Mumbai,3,20846.63,P99976,Zara PowerRun Active,Zara,T-Shirt,Clothing,54723.86,3.2,35,t-shirt,4,24,No,0
U4992,25,Male,Hyderabad,0,26151.77,P62452,Apple ComfortPro Fusion,Apple,Smartphone,Electronics,60103.96,4.5,24,smartphone,27,32,Yes,1
U7056,60,Male,Pune,82,23370.28,P81642,Puma HyperBoost Edge,Puma,Sneakers,Sports,52603.16,2.7,7,sneakers,17,32,Yes,0
U4032,51,Female,Pune,7,15898.98,P70078,HP SmartFit Plus,HP,Laptop,Electronics,36274.35,4.7,25,laptop,7,34,No,0
U2821,60,Male,Chennai,3,25053.04,P64622,Nike UrbanStep Plus,Nike,Running Shoes,Sports,51990.6,3.7,60,running shoes,31,9,Yes,1
U1568,42,Female,Mumbai,51,44887.63,P23109,Levi's HyperBoost Prime,Levi's,Jeans,Clothing,8238.63,3.3,29,jeans,9,9,No,0
U1164,22,Male,Chennai,8,25447.09,P60601,Head TrailBlaze Elite,Head & Shoulders,Shampoo,Beauty,41947.01,3.0,32,shampoo,44,35,No,0
U8901,30,Female,Kolkata,88,30631.53,P71505,Pantene HyperBoost Fusion,Pantene,Shampoo,Beauty,24187.07,3.3,22,shampoo,19,30,No,0
U8940,53,Female,Kolkata,18,22079.89,P89744,Puma AirFlex Plus,Puma,Sneakers,Sports,17645.63,3.3,16,sneakers,52,8,No,0
U8677,40,Male,Pune,10,7780.9,P86088,Zara ComfortPro Plus,Zara,T-Shirt,Clothing,10571.92,4.0,34,t-shirt,47,32,Yes,1
U7652,59,Female,Kolkata,84,28197.55,P88825,Puma ComfortPro Edge,Puma,Sneakers,Sports,68749.03,3.8,58,sneakers,44,9,Yes,1
U8485,23,Male,Pune,12,34498.79,P45739,Head AirFlex Plus,Head & Shoulders,Shampoo,Beauty,96615.29,2.9,19,shampoo,30,36,No,0
U9746,40,Female,Bangalore,81,22713.36,P63636,Zara TrailBlaze Fusion,Zara,T-Shirt,Clothing,13605.99,2.9,7,t-shirt,47,6,Yes,0
U6993,18,Male,Mumbai,84,44254.93,P96410,Boat UrbanStep Pro X,Boat,Headphones,Electronics,60912.98,3.0,21,headphones,14,22,Yes,0
U6595,29,Female,Kolkata,56,29323.59,P73565,Nike AirFlex Ultra,Nike,Running Shoes,Sports,37850.5,2.7,46,running shoes,22,29,Yes,1
U7662,32,Female,Chennai,92,32552.32,P57120,Apple ComfortPro Active,Apple,Smartphone,Electronics,20561.74,2.9,46,smartphone,3,35,No,1
U1876,41,Female,Pune,4,22086.28,P30436,Nike ComfortPro Core,Nike,Running Shoes,Sports,69264.41,4.9,41,running shoes,11,39,No,1
U2782,60,Female,Mumbai,65,41793.02,P83769,Levi's SmartFit Active,Levi's,Jeans,Clothing,76587.34,4.3,12,jeans,46,34,Yes,1
U8918,57,Female,Kolkata,19,12865.86,P95515,HP ComfortPro Max,HP,Laptop,Electronics,86576.54,3.6,5,laptop,38,40,Yes,1
U5974,25,Female,Mumbai,92,46510.37,P99372,Mamaearth HyperBoost Fusion,Mamaearth,Shampoo,Beauty,26889.38,4.4,28,shampoo,37,3,No,0
U2336,40,Female,Mumbai,84,27325.33,P34818,Boat PowerRun Edge,Boat,Headphones,Electronics,90630.82,3.4,3,headphones,13,39,Yes,0
U3879,49,Male,Bangalore,37,19048.2,P80613,Zara PowerRun Prime,Zara,T-Shirt,Clothing,18658.31,3.1,59,t-shirt,57,29,No,1
U5509,56,Male,Hyderabad,4,34212.8,P37340,Nike SmartFit Prime,Nike,Running Shoes,Sports,71062.37,3.8,12,running shoes,56,34,No,0
U9363,36,Male,Hyderabad,40,10223.1,P96242,Puma PowerRun Plus,Puma,Sneakers,Sports,4895.22,3.2,46,sneakers,53,34,Yes,1
U6161,43,Male,Delhi,11,16645.52,P80715,Levi's HyperBoost Elite,Levi's,Jeans,Clothing,15707.62,4.6,18,jeans,12,18,No,0
U1152,36,Male,Delhi,2,17982.48,P85933,Samsung SmartFit Advance,Samsung,Smartphone,Electronics,89031.03,2.9,15,smartphone,27,14,No,0
U6567,26,Male,Bangalore,36,47928.09,P53979,OnePlus AirFlex Max,OnePlus,Smartphone,Electronics,88932.7,2.6,39,smartphone,3,28,Yes,0
U4774,39,Female,Mumbai,85,31788.29,P24440,Lenovo VisionX Max,Lenovo,Laptop,Electronics,96408.66,4.7,11,laptop,37,12,Yes,1
U1387,21,Male,Hyderabad,34,5473.3,P47591,L'Oreal PowerRun Prime,L'Oreal,Shampoo,Beauty,92113.65,3.1,37,shampoo,59,4,No,0
U3414,28,Female,Mumbai,1,35247.67,P35812,L'Oreal ComfortPro Fusion,L'Oreal,Shampoo,Beauty,40264.49,3.1,7,shampoo,20,31,No,0
U8436,50,Male,Kolkata,63,27020.87,P34810,Lenovo UrbanStep Elite,Lenovo,Laptop,Electronics,32252.28,3.5,12,laptop,33,28,No,0
U1879,27,Male,Kolkata,86,19986.95,P61052,Pantene ComfortPro Prime,Pantene,Shampoo,Beauty,88068.05,2.7,18,shampoo,56,1,Yes,0
U8066,55,Male,Kolkata,95,23738.64,P89536,Head HyperBoost Neo,Head & Shoulders,Shampoo,Beauty,60665.03,2.9,43,shampoo,34,18,Yes,1
U9618,22,Female,Mumbai,70,20252.55,P40378,Adidas SmartFit Prime,Adidas,Running Shoes,Sports,33399.3,4.0,56,running shoes,60,10,Yes,1
U9340,39,Female,Delhi,13,23334.61,P47942,Boat PowerRun Neo,Boat,Headphones,Electronics,95059.92,3.0,4,headphones,13,26,No,0
U3499,23,Male,Pune,48,19525.34,P64704,Pantene HyperBoost Active,Pantene,Shampoo,Beauty,82032.86,2.9,35,shampoo,32,13,No,0
U5693,42,Male,Hyderabad,12,15012.02,P17632,Levi's AirFlex Elite,Levi's,Jeans,Clothing,74057.94,4.3,24,jeans,23,10,Yes,1
U2004,29,Male,Mumbai,45,48988.15,P78537,Puma SmartFit Max,Puma,Sneakers,Sports,96378.72,3.4,27,sneakers,1,29,Yes,0
U8064,59,Female,Hyderabad,14,29797.82,P83819,L'Oreal SmartFit Plus,L'Oreal,Shampoo,Beauty,98748.81,4.7,51,shampoo,30,37,No,1
U9336,27,Female,Hyderabad,18,11289.49,P36801,Adidas ComfortPro Prime,Adidas,Running Shoes,Sports,63596.28,4.2,24,running shoes,13,32,Yes,1
U1896,44,Female,Mumbai,72,18111.33,P86107,Mamaearth TrailBlaze Active,Mamaearth,Shampoo,Beauty,40252.15,4.4,37,shampoo,19,40,No,0
U8854,31,Male,Pune,63,24090.89,P49431,Adidas ComfortPro Max,Adidas,Running Shoes,Sports,13809.98,3.0,40,running shoes,54,14,Yes,0
U6288,44,Male,Kolkata,10,8310.13,P80324,Nike HyperBoost Edge,Nike,Running Shoes,Sports,20864.51,3.4,56,running shoes,30,30,No,1
U8675,31,Male,Delhi,10,28545.41,P40035,Boat ComfortPro Ultra,Boat,Headphones,Electronics,68638.73,3.4,5,headphones,16,22,No,0
U9093,50,Female,Mumbai,13,31132.94,P48028,Samsung VisionX Advance,Samsung,Smartphone,Electronics,38069.78,4.3,36,smartphone,28,19,No,0
U4688,39,Female,Delhi,87,38365.15,P89878,HP AirFlex Ultra,HP,Laptop,Electronics,77233.24,3.6,50,laptop,19,30,Yes,1
U7792,31,Male,Delhi,53,27326.77,P41479,Nike TrailBlaze Fusion,Nike,Running Shoes,Sports,6053.51,3.5,31,running shoes,50,5,No,0
U8954,28,Male,Chennai,21,27339.18,P36221,HP UrbanStep Core,HP,Laptop,Electronics,32445.66,2.9,26,laptop,50,18,Yes,0
U2911,54,Female,Delhi,77,44607.51,P51975,Boat ComfortPro Plus,Boat,Headphones,Electronics,33719.85,4.4,12,headphones,58,7,No,0
U5076,22,Female,Kolkata,41,3165.55,P11437,Dove SmartFit Max,Dove,Shampoo,Beauty,15290.04,3.8,58,shampoo,26,21,Yes,1
U2059,25,Male,Mumbai,6,43307.83,P68843,Nike ComfortPro Edge,Nike,Running Shoes,Sports,80185.92,2.7,36,running shoes,53,37,No,0
U5284,24,Male,Pune,51,16262.5,P27616,Levi's VisionX Active,Levi's,Jeans,Clothing,39229.61,3.9,39,jeans,48,24,No,0
U5612,52,Male,Mumbai,56,4296.51,P18928,Adidas ComfortPro Neo,Adidas,Running Shoes,Sports,31111.94,4.0,37,running shoes,53,21,No,0
U8953,44,Male,Mumbai,57,33791.79,P52084,Samsung UrbanStep Elite,Samsung,Smartphone,Electronics,17938.76,4.2,49,smartphone,52,5,No,0
U1540,35,Female,Bangalore,85,48070.8,P59868,HP PowerRun Ultra,HP,Laptop,Electronics,38238.79,4.9,3,laptop,34,22,Yes,1
U2091,38,Male,Mumbai,34,19874.01,P43296,Apple PowerRun Elite,Apple,Smartphone,Electronics,84786.41,3.3,28,smartphone,29,32,No,0
U6277,43,Male,Pune,7,20503.49,P91942,Mamaearth TrailBlaze Fusion,Mamaearth,Shampoo,Beauty,91059.6,4.6,38,shampoo,15,3,Yes,1
U7737,28,Female,Delhi,45,2733.56,P96272,Samsung VisionX Elite,Samsung,Smartphone,Electronics,31620.3,3.8,10,smartphone,28,31,Yes,1
U3946,54,Female,Kolkata,46,40687.31,P73699,Lenovo SmartFit Advance,Lenovo,Laptop,Electronics,84447.09,2.8,44,laptop,22,33,Yes,1
U3283,45,Male,Kolkata,45,41406.27,P53961,Lenovo UrbanStep Pro X,Lenovo,Laptop,Electronics,86193.25,3.6,52,laptop,52,38,Yes,1
U7547,26,Male,Kolkata,10,25999.11,P84265,Head PowerRun Core,Head & Shoulders,Shampoo,Beauty,2900.07,2.7,22,shampoo,5,31,Yes,0
U2919,52,Male,Pune,28,15139.46,P43028,Boat UrbanStep Advance,Boat,Headphones,Electronics,36957.05,2.5,34,headphones,16,39,No,0
U5249,20,Female,Bangalore,27,16520.39,P56573,L'Oreal SmartFit Pro X,L'Oreal,Shampoo,Beauty,58130.56,3.1,47,shampoo,56,39,No,1
U7620,27,Male,Hyderabad,73,47616.89,P56570,Puma UrbanStep Ultra,Puma,Sneakers,Sports,86230.2,4.0,26,sneakers,10,21,No,0
U7148,18,Female,Delhi,41,8101.07,P65423,Nike UrbanStep Neo,Nike,Running Shoes,Sports,55621.53,3.1,32,running shoes,49,18,No,0
U2057,34,Male,Pune,63,40196.74,P32754,HP AirFlex Plus,HP,Laptop,Electronics,64954.87,3.1,10,laptop,56,36,No,0
U7164,26,Male,Mumbai,5,18728.99,P68066,Adidas TrailBlaze Core,Adidas,Running Shoes,Sports,46844.5,4.5,12,running shoes,9,22,No,0
U8581,38,Female,Hyderabad,82,29013.95,P98077,Mamaearth UrbanStep Advance,Mamaearth,Shampoo,Beauty,73365.21,3.4,7,shampoo,31,8,Yes,0
U8354,60,Female,Kolkata,63,3871.17,P91397,Boat UrbanStep Fusion,Boat,Headphones,Electronics,47542.46,2.5,40,headphones,54,23,Yes,0
U2235,59,Male,Chennai,97,8232.27,P16504,Adidas HyperBoost Plus,Adidas,Running Shoes,Sports,45401.65,4.6,45,running shoes,26,25,Yes,1
U9609,36,Male,Kolkata,39,36108.11,P47210,HP UrbanStep Plus,HP,Laptop,Electronics,29191.5,4.5,16,laptop,13,9,No,0
U1344,36,Male,Bangalore,93,28001.57,P81692,OnePlus PowerRun Active,OnePlus,Smartphone,Electronics,74007.12,4.2,22,smartphone,20,12,No,0
U7205,35,Male,Bangalore,61,24064.61,P71115,Mamaearth ComfortPro Core,Mamaearth,Shampoo,Beauty,79430.81,3.0,16,shampoo,21,6,Yes,0
U9249,25,Female,Pune,46,12921.61,P69295,Levi's TrailBlaze Advance,Levi's,Jeans,Clothing,26787.25,4.1,58,jeans,56,13,No,0
U5338,43,Female,Kolkata,32,9182.08,P50913,Lenovo HyperBoost Active,Lenovo,Laptop,Electronics,41566.42,3.5,21,laptop,36,29,Yes,1
U8902,55,Male,Hyderabad,43,10920.91,P82532,Boat SmartFit Edge,Boat,Headphones,Electronics,8603.92,3.5,57,headphones,11,30,Yes,1
U6991,39,Female,Hyderabad,80,33961.51,P42594,OnePlus VisionX Active,OnePlus,Smartphone,Electronics,64050.49,4.4,45,smartphone,28,10,No,0
U5875,58,Female,Delhi,40,39615.86,P12029,HP PowerRun Neo,HP,Laptop,Electronics,70301.77,4.2,24,laptop,32,1,No,0
U6830,18,Male,Delhi,93,19644.23,P13529,L'Oreal SmartFit Advance,L'Oreal,Shampoo,Beauty,18044.23,3.7,1,shampoo,43,9,No,0
U3858,39,Female,Kolkata,46,5726.86,P37996,Boat UrbanStep Max,Boat,Headphones,Electronics,57257.93,3.7,20,headphones,6,12,No,0
U1625,40,Male,Kolkata,65,26692.18,P57285,Apple HyperBoost Neo,Apple,Smartphone,Electronics,96776.67,2.8,59,smartphone,42,28,No,1
U2097,49,Male,Pune,33,8595.49,P11881,Lenovo SmartFit Active,Lenovo,Laptop,Electronics,53743.7,4.6,10,laptop,16,36,Yes,1
U4921,39,Male,Pune,79,35697.92,P53479,L'Oreal VisionX Advance,L'Oreal,Shampoo,Beauty,93140.97,3.1,4,shampoo,6,37,Yes,0
U3843,19,Female,Delhi,24,24154.43,P51245,HP SmartFit Core,HP,Laptop,Electronics,86530.41,3.4,49,laptop,31,18,Yes,1
U8179,30,Male,Mumbai,71,5469.72,P21957,L'Oreal PowerRun Pro X,L'Oreal,Shampoo,Beauty,45884.58,4.9,52,shampoo,2,16,Yes,1
U8969,30,Male,Hyderabad,31,13755.71,P27807,Lenovo TrailBlaze Elite,Lenovo,Laptop,Electronics,53010.92,2.9,30,laptop,14,12,Yes,0
U9102,60,Female,Hyderabad,53,8952.2,P17758,Mamaearth UrbanStep Core,Mamaearth,Shampoo,Beauty,35850.48,3.8,56,shampoo,30,15,Yes,1
U5527,18,Male,Mumbai,86,47184.23,P46598,Zara SmartFit Max,Zara,T-Shirt,Clothing,95000.86,4.6,25,t-shirt,24,27,Yes,1
U5501,27,Male,Bangalore,93,45909.99,P98458,L'Oreal SmartFit Elite,L'Oreal,Shampoo,Beauty,43165.83,3.5,36,shampoo,17,4,No,0
U6723,25,Female,Mumbai,1,46533.72,P50565,Levi's PowerRun Fusion,Levi's,Jeans,Clothing,56073.32,3.4,27,jeans,15,7,No,0
U7557,59,Female,Hyderabad,52,7891.03,P47149,Pantene ComfortPro Max,Pantene,Shampoo,Beauty,28092.51,3.5,43,shampoo,34,29,Yes,1
U4915,52,Male,Pune,32,19913.76,P45038,Levi's AirFlex Prime,Levi's,Jeans,Clothing,39863.46,3.1,2,jeans,5,16,Yes,0
U2893,37,Female,Bangalore,57,5849.79,P72354,Boat VisionX Prime,Boat,Headphones,Electronics,44092.06,4.6,7,headphones,46,31,No,0
U8446,27,Male,Kolkata,66,6772.73,P80640,Zara SmartFit Fusion,Zara,T-Shirt,Clothing,51175.59,4.2,14,t-shirt,56,16,No,0
U6339,36,Male,Pune,80,10288.33,P43444,HP UrbanStep Ultra,HP,Laptop,Electronics,70980.75,2.6,29,laptop,7,37,No,0
U4670,45,Male,Hyderabad,44,13810.36,P20768,Zara PowerRun Elite,Zara,T-Shirt,Clothing,73064.48,2.9,4,t-shirt,44,19,Yes,0
U5307,31,Female,Kolkata,56,47345.73,P57794,Boat SmartFit Prime,Boat,Headphones,Electronics,58159.2,4.2,4,headphones,4,18,Yes,0
U3316,24,Male,Bangalore,27,26458.96,P83492,HP ComfortPro Ultra,HP,Laptop,Electronics,68759.53,4.6,17,laptop,20,18,No,0
U6091,32,Male,Kolkata,75,39620.45,P26328,Boat TrailBlaze Max,Boat,Headphones,Electronics,64126.02,4.0,30,headphones,9,24,No,0
U8643,32,Male,Mumbai,59,24358.27,P33881,Boat SmartFit Max,Boat,Headphones,Electronics,84686.33,2.7,59,headphones,4,5,No,0
U7993,29,Male,Bangalore,67,31163.87,P64735,Nike VisionX Core,Nike,Running Shoes,Sports,1378.25,4.8,17,running shoes,23,10,No,0
U4850,24,Female,Hyderabad,20,19522.96,P95777,Levi's HyperBoost Core,Levi's,Jeans,Clothing,64057.04,4.2,59,jeans,25,36,Yes,1
U6263,45,Female,Chennai,28,47838.29,P86991,Levi's TrailBlaze Max,Levi's,Jeans,Clothing,30620.39,4.9,23,jeans,11,22,No,0
U9952,45,Female,Kolkata,58,15661.76,P15543,Adidas HyperBoost Elite,Adidas,Running Shoes,Sports,41132.0,2.7,6,running shoes,47,18,Yes,0
U9372,36,Female,Pune,10,1903.58,P92284,HP UrbanStep Prime,HP,Laptop,Electronics,310.48,2.8,33,laptop,49,12,No,0
U5706,23,Female,Mumbai,79,40262.25,P91279,Zara AirFlex Plus,Zara,T-Shirt,Clothing,87266.81,2.9,15,t-shirt,5,21,No,0
U8144,40,Female,Mumbai,23,41225.97,P54969,Nike HyperBoost Ultra,Nike,Running Shoes,Sports,89070.11,3.9,44,running shoes,41,33,Yes,1
U6567,28,Male,Kolkata,37,42933.59,P84816,Apple AirFlex Ultra,Apple,Smartphone,Electronics,75851.82,4.9,18,smartphone,6,6,No,0
U3445,26,Male,Bangalore,19,12802.16,P66615,Pantene HyperBoost Plus,Pantene,Shampoo,Beauty,11812.11,4.8,26,shampoo,11,11,Yes,1
U9033,50,Male,Kolkata,36,5952.4,P62646,Levi's SmartFit Prime,Levi's,Jeans,Clothing,1782.74,3.6,29,jeans,48,1,Yes,1
U5076,53,Male,Bangalore,31,40460.36,P66037,Adidas UrbanStep Edge,Adidas,Running Shoes,Sports,68198.14,3.3,11,running shoes,38,19,Yes,0
U3246,41,Male,Bangalore,64,47701.34,P69462,Zara TrailBlaze Prime,Zara,T-Shirt,Clothing,11518.68,4.2,38,t-shirt,50,18,No,0
U1564,20,Male,Kolkata,15,43304.81,P91537,Nike ComfortPro Plus,Nike,Running Shoes,Sports,14613.17,2.7,26,running shoes,30,23,Yes,0
U5821,58,Male,Delhi,45,11514.55,P77463,OnePlus AirFlex Active,OnePlus,Smartphone,Electronics,14078.24,4.1,35,smartphone,45,35,Yes,1
U5086,43,Male,Pune,100,30780.23,P17100,Pantene VisionX Max,Pantene,Shampoo,Beauty,11953.11,2.6,39,shampoo,25,9,Yes,0
U1115,18,Male,Mumbai,50,26154.63,P40596,Samsung AirFlex Neo,Samsung,Smartphone,Electronics,36471.96,4.4,26,smartphone,8,10,No,0
U5815,53,Female,Bangalore,36,27675.25,P94159,OnePlus HyperBoost Neo,OnePlus,Smartphone,Electronics,81887.3,4.8,33,smartphone,21,39,No,0
U9689,38,Female,Mumbai,37,35168.29,P58239,Head VisionX Elite,Head & Shoulders,Shampoo,Beauty,23834.0,3.1,28,shampoo,17,19,Yes,0
U7570,30,Male,Delhi,75,3876.13,P58808,Puma ComfortPro Pro X,Puma,Sneakers,Sports,79072.73,4.4,35,sneakers,50,25,No,0
U4005,48,Male,Kolkata,57,36719.27,P36637,Pantene PowerRun Max,Pantene,Shampoo,Beauty,99339.43,2.8,13,shampoo,11,19,No,0
U2416,43,Male,Chennai,57,11311.73,P58306,OnePlus VisionX Core,OnePlus,Smartphone,Electronics,36724.62,3.4,10,smartphone,49,36,No,0
U8088,57,Male,Pune,91,10573.2,P71284,Samsung UrbanStep Plus,Samsung,Smartphone,Electronics,39985.03,3.4,53,smartphone,37,22,No,1
U8607,50,Male,Chennai,83,39375.99,P70785,Apple SmartFit Advance,Apple,Smartphone,Electronics,65986.29,3.7,48,smartphone,44,35,Yes,1
U1774,41,Male,Delhi,38,1959.84,P42209,Zara UrbanStep Prime,Zara,T-Shirt,Clothing,13835.82,2.5,7,t-shirt,44,35,No,0
U1802,59,Male,Kolkata,15,26933.95,P85946,Apple AirFlex Plus,Apple,Smartphone,Electronics,63802.11,2.8,30,smartphone,4,6,No,0
U4374,30,Male,Pune,33,1352.98,P50790,Adidas SmartFit Neo,Adidas,Running Shoes,Sports,19695.24,3.3,45,running shoes,60,31,Yes,1
U4570,25,Male,Mumbai,33,35768.07,P55841,Apple TrailBlaze Advance,Apple,Smartphone,Electronics,2581.95,3.6,58,smartphone,43,11,Yes,1
U8769,34,Male,Chennai,26,14098.57,P31786,Pantene SmartFit Plus,Pantene,Shampoo,Beauty,88715.47,4.1,50,shampoo,57,2,Yes,1
U9389,33,Female,Delhi,6,45530.94,P61359,L'Oreal SmartFit Ultra,L'Oreal,Shampoo,Beauty,95271.48,5.0,16,shampoo,19,29,Yes,1
U6474,29,Female,Hyderabad,90,15394.44,P15335,HP UrbanStep Active,HP,Laptop,Electronics,22285.08,3.4,52,laptop,5,34,Yes,1
U4652,22,Male,Pune,45,48779.76,P53456,Mamaearth HyperBoost Active,Mamaearth,Shampoo,Beauty,13455.71,4.3,3,shampoo,53,36,No,0
U2978,26,Female,Chennai,62,13463.32,P47875,OnePlus VisionX Advance,OnePlus,Smartphone,Electronics,84930.42,3.3,22,smartphone,47,37,No,0
U3526,30,Female,Pune,47,14712.9,P80833,Zara ComfortPro Ultra,Zara,T-Shirt,Clothing,45996.43,4.6,56,t-shirt,30,36,Yes,1
